"poly-component__picture src","poly-component__title","poly-component__title href","andes-money-amount__fraction","andes-money-amount__currency-symbol 2","andes-money-amount__fraction 2","andes-money-amount__discount","poly-price__installments","andes-money-amount__currency-symbol 3","andes-money-amount__fraction 3"
"https://http2.mlstatic.com/D_Q_NP_2X_936673-MLA106021277685_012026-P.webp","Tazón Taza Personaliza Diseños Tendencias / Calidad Premium San Jose","https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=fVFflskZ82gc%2FQnMcO9uPseoCi3PzCytKwWS1Ls87petCP7h8WVrdDV9LsnkmAh5L0nJQR2NjQmLgMUORyGsL4O00PAMQSYXLLCs8PF3nhdwEpnXXAL3nTygDDFYPOYKMzeEBX1UcY4sI3dqjKYYhYuzXKZTu%2BcEbDZP03inswL3xA9kwBFHpbKu43af%2Bi53UrzZDDzlD3YtpltIF9bt8LGma1Zf3J6tuVXLT%2FdSMJs3d%2BxenIKiJ55JB1pVWxWBxUOfzApxXoi1PV8Xz51RiicdCeKgmQ%2ForZxpdIlqyi5YsRoIBUEkAVLbjjdyat3ELcCrrJ8pXM%2BxLpAhhik2nxx82Ztj4kxiLS2bsEFdc8gDSqjFWXLq093sX2s7vMfImsKamCwmVTm9%2FQEzLtStNXgi28dwf3x%2B5aUf%2BLRohmBmjYj4OC8gMDxhfJpffM76KbSNN7wAiGgTn7QJWUyWto6cEjNZHB7D7iNglmvqFwPxr7b7%2FXRrZbVxcnTNOhqhpzSqRVQffp6vN85ribJ8E5ptfxJhXoGcrI2OhvH%2FIGweMxBO4fyFCV0s6iLKcwtXH02A6WXucBmKrCkv%2BQ9mNwKGEQRo2Sl44zPVx22RcF1sHmq0DT2a312I4FIg5PkxMIwRGgktSK8o6GuK2FXLX2WzGGC3BSM8s2Qh9SPmspLIOhQqfqkLRj0BjVRt2s2LLBKiHnKSe6rHN2VcHkh%2BDMzgPQtYuZKffMhgnrNMXh97H0gy6a5RiYd1HVQjYbdTzF39DfRh0iA3j%2FpCbe%2Fh1Gw6V0K60YJ4JH8pFZbh5q7%2BSLxjVdSsgqiYXLy4%2FNtp%2BekYnkcIEYKac2sR0VnHYjNOrD9VEP4KhTH1szfTzA9vq%2F%2FrN3i02gZQP8Cndat27x0RQej9EYvT4EfZ4LHdhzYKSsHvToLJDUnNtnnmC78piUFITdO7Gb%2Bj%2BgeBLfvrL7aJ6NFsbe7%2BQINPMl8fK2VoW6zICKyITw%3D%3D&catalog_product_id=MLCU3486010758&zip_code=CL-RM_TUxDQ1NBTjk4M2M","4.597","","","7% OFF","","$","4.990"
"https://http2.mlstatic.com/D_Q_NP_2X_771284-MLC107902481955_032026-P.webp","Taza Meme Flork Instalando Paciencia Regalo Oficina Humor","https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=9yTBLM26k1VKoIXh16C2pj22ibRMBbk8AFM3or3FozXDgafRfcXoGbaDzQXvGdprwozOPN3lYumfmvV67MrjEJUVvN%2BnMVzE0MVM6IRb1g6F0pXEPh8LyJpiZHU1m8Li8cyYKnKsitiXENz83KhcID%2BcXc2y3I98QQYzXxz9sJXbU4RvvdbscX%2FKExk96Piots2WniHlZ8hW%2BjjJ5O15RiNdGMw1upmi1BOmlaQKrAIK5V4GKs99fj4FDEZ8tvnZXcR%2FD0yc1%2BZ0E%2Bdq6BM2NSt1kubZ7dyb44tHAr676HON2cwKWxXInBbtchpwcr37oac6510JVduV3aOmF9%2F%2BV0ChsDgsBrxhifKQ4%2Bdk4v69nfR%2FAs9JDc1qXbeTRE84qrxhpnog0r7cXstofpbdRKJFs4hn66CRp2XLYJUXE7wMUQoaHgJV06vQ%2Fk0MeuqA6mGzBE0p4Mj1bTQhNTnylDx2JUEY3aMjiae5C8tsVKxDLhux4JFIaAvB1IKGx%2BVMIP8%2BQyobwUNBJkVF5CtFKBRqv4DZrj%2BqhmOYfW6w%2F6ikgk0badPETpymKCXD5uiRH5fHlRlZMJ0qmy1d4Olra0UCzTdCOhppv%2BJg8M0QwWmW5VFOiJ5k6K4hK7bQICSJfZ72qlk8VyFCmENWZmC6Hr%2B0sAtKZaP%2BmUnIoDdE3zrdEyq6t1iB9zMJa7sOF0TJv1xIK9JwsLd%2FFCXtx5ukwPkZoxD2hBArqQrAhqwPfjQo4HllFbRWR3v5bUlF1AiBScDnVFeaA3txqUVaXIhCqyJ3yCFy%2BCRBWT6VYIRema2vby9nhRBS7pptJuIndi5lExTAc%2Bx%2BInuSrvbmib3XIcJo4Q%2F4Ude6fLC9xAHHKXMEwXOPrLBmNfnTKd6t9zZPmbfQFkYFoldb%2BxAD%2BdOwtXe%2B3QGTytyb3Gn0%2FzcKdny2nCJfC%2BeSotK9hKbjfEcBrM%2Bt1dYeO2bm8ZZhB19m%2BZSGdcM%3D&catalog_product_id=MLCU12109286&zip_code=CL-RM_TUxDQ1NBTjk4M2M","5.669","","","5% OFF","","$","5.990"
"https://http2.mlstatic.com/D_Q_NP_2X_782753-MLC107902051665_032026-P.webp","Taza Ceramica Universidad Catolica 325ml Regalo Hincha Uc","https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=%2BpE%2BmTCfM7YKGw7rCkEMq6dQfaP39e%2FTUMhOl662BlewoiYgAcV7t%2FllHNsyIHnfCwFIzUThK%2FpSZ17TweZVnwK4c%2Fhpyb4IpecV0prm6WfhBrc%2Fit8wdeDXE8Ja5toKzIRtSrVlCLrqwfbRtMxSL5nD5Vw9HV8v5huTfX3V%2B7uAn4lZQ15uphJ73W4ki2IEFzoH%2FbX3J624bG2oXyXmitkW5Yn9aaY4qX3qqg1qKGQscM12hWB5cwSJmLjCvLJyODtGlvuLG3A%2Bv2kAN3y3LnN7UXLWs43Zgqkt0lSbRoK0OyT%2FwB%2BylkoEHZdcRLtYhXDNoSZ%2Fs7r%2F%2BttzCBJw78WT98x6gV%2BTBz6M%2FFkk5mmq%2FvJ5MpCD6LNKVwEfiLbfHng9MqR2zj82Fu7pUEgT8pGaDQInqNi2Sq7o03hWlSsqnEHpfiZRndciamcrVLBcDQQ3%2B%2FB%2BDfz19DkZLK4fbENZfTKuZvralhc1s5V4Y%2B8Al3x%2BlDmtNyS%2BHL6NwrDADdNW5IP0w6AjRnyW7W55W9Gf8MsduRTRwHek1WUhfyrqb8oT3lLv7ZW%2BqYHj0DbLjcghpvu1AFvXN5%2BIU86RRvoz%2B5oQVfmKHpdVbYLq8n5Jj%2BVMiO%2F%2FiUlUNApoVnWVh4LlfVYbiK7PPsxXkGi30IJga4EYnfp0EPnTqFd0DxJViLRekFRENdKVXIyANFvvr3VpTf3iKX2yOpnD2TDrmWla2ET3BFzAr5ZzB%2BChcmnGJN%2FgBAklGKYDbj6V7nsaWzA0rdMaaQO1R3vXEF1OBv%2F6v9wkjKnUm3UxrB%2FM1t%2F79l2VeACGsCIYIwarMSIcelHywPYdnZoc2%2FVWpKtJpuvvv27J7Cfk9uyugdylhtiZKZGFHX7Pr5zoeI6eIa4wEqns43XVcsOCkzfsYB3riWGMzmdsW4y4yC5FlRoF%2BPdaS3bT8vRiVLp2FUPncM6J5fP%2FkvYLxW15ViHO8iGxPuWM%2F6U51sAUQA8EFZRw4Wb9awH40YjIvhtZnB4bePR9g2btWKL1VdgGFUsqXA%3D%3D&catalog_product_id=MLCU11738306&zip_code=CL-RM_TUxDQ1NBTjk4M2M","5.613","","","6% OFF","","$","5.990"
"https://http2.mlstatic.com/D_Q_NP_2X_997607-MLC74266213657_012024-P.webp","Pack 36 Tazones Día De La Madre Feliz Día Mamá Grafimax","https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=W8CpNx9nwe6biIrZMAMC9nfZs9tk8%2Fq6Q3EjLGhjQ6Bh6Hg4Oz6ydyQVZkzAp85B6B6GhZW5kRyKwjLnCczrVrqkF6atUUOthc2VU5zL0mAWdc3MKR%2FytwWpWSO5TdQ2Xt%2BANbIXA2W4F2LHNNRg30cyw2KJCNyXFShylCfXhVBxoBcF9Zd3%2BdQoG61VXEffxi6lI3Nizy1omqgSCmfHu8yPVbEU2MIqzAJQQxjQOAAMJXuxElm%2FYgbDjLQlaNx4w3y5zuEJaVJ4QaZDpvnOvF5xxHIXanOCT2pdMU4%2FuPdpBMi14R6aQLqt3BtvRoLKout5HhcFCqOP27XZJKfVCKqeC5gKZQNn%2FFV6ThSNYRZA0KJetTcn1eDRu%2FTEMD38kVweCNA0oEn4zF3EG01jZj21gmOIPgWB51mD8ZxobrkwVOkfHRPCouBzQGYmt18%2F3fzzfdShqPHBTHvWZ1kGItsiv3n3E3oalVkTQYI0jQ4WtEa0BuSESOhefqLyqPt6C1SpukcILGnfXdEdmGwUIR5c1DFCplP0MAxB35kWX3S27yltpemYkyCXRZqm7FvgqbpRxTc3tZSVL4cD0JsP4njgGJzfCqsqgoyP90wc%2BHjmOIgLdFOqCt3hAesJ6lEgY6mSL%2B1so4mXVKw%2F03l%2FOVclppoS%2F7Vgvv3%2BiQ3E3ta1HCqpNHKuRNT2u%2FMsU9qAvY4v2nbvD%2B9FkiJJsMyfnqte5FE5%2BfcsSeAEcPC0WjUCxWdLDRJHRjzSRHsYI58iCbeLBgozfLR%2FepL1Ef7Bf2G%2BLO2azf1AAchgmskBfID7TCOAzjGvjKCXx5ZuLBnmcJbQVog4G0%2BnrrUrr1JZN3%2BvJAas%2Bpyux3U3DgbDZZZie%2BRHUnrsl8ejhFJjJ8pGxQGSes574Q2DH67yJGL9j3f64NdRxuA%2BUunN065Ayx0hBwITZZ6uO4RyBxBbnCcmHdLny9apFFwHak8pRpmuKOFLxi69iw%3D%3D&catalog_product_id=MLCU139324472&zip_code=CL-RM_TUxDQ1NBTjk4M2M","59.887","$","9.981","7% OFF","6 cuotas de  sin interés","$","64.990"
"https://http2.mlstatic.com/D_Q_NP_2X_987623-MLC76633646431_052024-P.webp","Tazon Enlozado Aqui Toma La Mejor Arquitecta Blanco","https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=lHT8OP%2FIR3Nx7LRYVSQcvwU7ZUTTmHiPsCIy%2FDVuCO3J87p3Hxt4nQhFYIj6CSG4HY%2FltUG4ef%2BH2iPujke98aSs0G4LM2y0frTiuKeW%2F3dhvE2IlDG6TPF%2FFZcEsvbbEJo78c2FF0YkDqTkPEsgWe%2F8yknKpmo741l30xMSvPOWS%2BeZUWdiWhidd3bR9teJxvm3P7C18VRzaVQl786u8MH7BkPCBHS4gkvogqquMZxau2acHpQ8yVDie%2BEzwL5qQ7Dad8a3kmHDM3%2B%2BlsqLPCa6ze6DeyXgn4oaUeU7urIqiSuFnvNdQ1MElYfp0Tp7V8odGDjFYyUXDth6wLi3tO7t4bEz8zPwqMXKsFPu26NXdmFeiqOog3IgZ9uq%2Fsd8DatflI3go6%2Bf5BGMdpChmzRprQr%2BfEvt743bW0ksufJtZhMU01snoz4TXytpVMvdhk9mur88h1RVL4UnNYSZkZA%2BgNA0NIMQsssYrQemMToK%2BVyqqMwrSBRB3AaIbfzi1INjBeBKIdoFS1JS09BVAiJlCTG%2FZM4hViRAq4nhfgogcaHYDXzN4O%2FVzzQVqXQ9dBEXGRAGNWMd2gl5GzlEt%2FmZp1GPdN9oNj%2Fh1VwfhgBphKfbyGnHCqRwhTvsNvXR1afbcARa5fT%2B87LEkCfolPwr6Klm2GrmrJHWttk1Z2KLxJbkQt6yM%2FliZhZNbpR7RVok%2BLOMosvc3806Xv3%2BN%2B3PyOATBQxokW%2FNK6JUPaWoU9cG7rI8UMAareFSBhN6os3AZFVxZyXAcPqdylDBFfyjmrpARENns8sutYOblfphj9VWDYS3FKWTjaAo54QcPoBSEXpm0PVGNwbCFI0r5IKJtFjN85E3OWwkybV3wDKZ%2F5X4Ua%2BFnGdPKxCFTtADAckSEDl95Gh9JlEiG0npDcvR9plKA77nm8iVPvdHnn497P9fC6Dl9kEgYcNoRV1Uz9jghfhzd9Qv0mZGL9FAa%2FwWT5I3MRbgfvPkibJLJlTbZrzzZgxETtoHuxeRNfkvicOW&catalog_product_id=MLCU378389148&zip_code=CL-RM_TUxDQ1NBTjk4M2M","12.990","$","1.082","","12 cuotas de  sin interés","",""
"https://http2.mlstatic.com/D_Q_NP_2X_646539-MLC94994032813_102025-P.webp","Tazon Termico Stitch Acero Inoxidable 414ml Con Tapa","https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=kIF0lpOeQfzer0atP5ZMw6YTQybGVTTGTpyK5MnUGi%2FpJSpIFVuxQW6v28r%2FiF4g%2BgRguDMpW%2BT18HtmJIWxhnbpZCuOxw%2FZ2hmIYheIZT6WYLjbDqNHuUikjHhJ2PANUoQJJG7kJaKOc1xMIdAMXs4sDONwjcE3QN1TbrWB86tYOpXj4lYUev1v7rqnhKkydixgBJTY68UTlk3RhTiwoUhCcxanC9XYqg0v2i38ullnCBKtV2khgTspJADYPuzWbe4pbE3ERKtodsY%2F0s4ofaa%2FN3saMdFYxZ2kLzcU3HbF5xHhv4gC7d3iJhKb7ItK%2Fdlhf4gq1HxMKjZU0g4ymI%2BBpq%2BvHpA0MXVXgsttGeUFTOtxEHq%2Bu6%2BahaLKDCLX2HwqobAsXGax9M4oFvRnWMl4hoPPGwQSUBCa%2B%2FH15JL7W6NYHKFaTxSNVXUg%2BOP%2BgiuAxlyUtKPbXXsRhLCP0eRBhtnaCeq%2BFcZ0tvdFyFIhJ4L9PE7FcYwZP1y3jRqTYpc9VF76ZxnjyjXmmar2vBE%2F4HH1T3ZZ%2F9uNFir8KzogF1NIXNAf%2BEvMqx3wdw8%2Fmw36Y4Lxs5RfYxOkGRcJt1GlQ43h0GYjIOubwVVlORsrB0U7oNCPoGNzIVxbdTO%2Beze1WwmrUwfaup36DWh7vHWz7FHJZ1fAGJawowg3STggzrNYxtotBZw8bXP3oFw1bs%2FrB%2BsCQQCTd%2F7O5VdR%2FIRY91QooYrjZqs4G7agltBoOxFe0YPmCdPJ5gqy0YfCyMF4gSV0g6i8FX2qD9MuviT4irkfIfRv8pJCHYCJ4i1TGnob1BXapsFnJ9LGe6i5yTwAP%2FRyVvjZ6rncvQAdzDub6z9AkdBuD9pOTIbjtTZxvvcLPlE5eYfyQA8WlXS%2BbXWYqBLlJKtkx7guVys9YQst8S%2B7i%2F7655CpldDfT%2F5wQazC0VlOeojSQ62QPFLAlD5rFkkm2upzZ0g72w%3D%3D&catalog_product_id=MLCU13962711&zip_code=CL-RM_TUxDQ1NBTjk4M2M","14.990","$","1.249","","12 cuotas de  sin interés","",""
"https://http2.mlstatic.com/D_Q_NP_2X_954048-MLC84108541691_042025-P.webp","Tazón Personalizado 11oz Hd Cerámico Envía Tu Foto Grafimax Blanco","https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=S7IxTsLGPa%2FV2tYaxgu0ULakTlzjuFrj8Mqi%2B6gGt%2BMYKRDgcJh6OCZmfKNJxWjzh%2B7ZoWHHJyciu6YGRn9vhlDJGGiKPmFiMPsjEncQb6vA8Tj8JTLyW8Sh16mQ2T%2F1bkawrm5fFWDNyWGJMyeGJQll4Egs%2FjzsdMDy9c84iePbRsB75zegm6vb8nCfQUmkc4d4HexTezXuueJrfJ6ePguSUa8rN1ALxLS1%2F%2BOstMPmbzv60BjPrlOeoEVrPDH5jVhACtxMqchE025Mot6iBRuEF94uAboOPywv0gOeWHYZ6mSaQfih%2FWy1ovx5YMEHprmL99xEeakMVOEzHWYbRuSfRUjZ9%2FfTzDfK8ffAAv%2Bu4uGlPkqlwUEuWj2zc2WApcJkSMliF%2FW0S4UHT0QUkZuU%2F7QuyEzr9XiP8077ede1uC%2FQrAGKSf5OIqTzbRQiJc6ICITn2YuP1isew0Z2ptx8GzKmR3EdBpdP4E2GefxjdHF1dnO3NwY8uPlxjybAqTiCwhwPkWjkC7IyqMz%2Fi6XsXC6CztMhH%2B%2F7s%2F%2BoTtjHcPhdzTziPj9VOGGWqlNHGNkKLLwpoatEEceXqkU%2FqPJxlEhCQBXDJ%2FWi0DbgxHxKdcy0L%2FpXDjwaRNxTJ%2FyUYD6n5DeaMKffOpKKeh%2Bodtm%2FV0Y9YpqXugNVqtWs5CES4KjWRIbn1tufbWI0MnKQIcQKn%2B0%2F1c%2BLivX4GfeTDFCpePu9f61Pgfqx2oHwzbCFJAbg5yZBAugQJcw6SgUlzHip2kVEhh3TRt%2FencWDbjkF%2Buermiq2pt55n%2FMa34Be3pwP%2B6C7zh8BOEGDWcIouvhTBu%2BMqKAuTgFSzw4dnUsI8FbRV1d%2BOaJ%2FeMdJkxaYP9SvSKeaVhMqGmxekKECTL2%2F7EiYysyciLBHSGE8zrBDJLqlRFZTf2TEYtg5Xf9Rdhi%2FW6xuy1hNman14ju7iT7Weh4CUj6Hax9lIuNKI1R92uhi1K3AkQ%3D%3D&catalog_product_id=MLCU3144377625&zip_code=CL-RM_TUxDQ1NBTjk4M2M","5.519","","","7% OFF","","$","5.990"
"https://http2.mlstatic.com/D_Q_NP_2X_914731-MLC97919954874_112025-P.webp","Tazón De Colección Tere Marinovic Convención Estilo Snoopy Blanco","https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=90aacQdS5E4sHAEfJ%2BtLUAtKfCiNk6uFJn9IFfo2Q8ztX7N471lrGdBsd2VdIJAg5T1fkHQYR%2BlPAuTY3zpzbgTmHPI%2F6pCzkkIEjPZex28Y0x4aqUo4GrIsC1bapSFCi7A%2B4%2FgqSKGl2lfwqzXGXjTrvCHkfuRsw1GlBALnepE04M%2BTc%2FViXplj%2FwK0hFxHSVguYfoTDtsw61ACCsZkgyl50bFV4%2Ba%2BIPw06eq8jWVRI8vhuFEM0%2F6M3H%2FmJnV1Ts3jFtyOLHEHDhtfQqdARz1LUNFPnaJBaPMIf4CrYz8TX1%2BIB63pD6D82UUzitaI%2BTcvdtwu9QlMy5y4aQjAoe84J2r3FNuKFoRR78J79KY5Woy4LsBPQwSba%2BTYwi4KCqmiflXNLUD3wNVcsAMCBczKYV3vV14bv3txF4KIpkC4s7Hyv3%2FJRCNL89t0zw%2F8cQPKfPuwbDXDRV4Eo2HeWz%2FqjtklqefvDtoMhiphl%2BP4RkJebF13v8hQl2733r6PEb8ukJDG%2FJgOW5U4jUT0v8VRtVlPdmT%2FBVOKRVuc0ap2fxWj%2FLzdG%2FPm6hMAN%2B6V%2BJOVu%2BvIdOQQlh6ufXIfkfTQZSRY%2BTx7qzGqVwkBuFxoECjnDSBzaAnz0gTmstEFVtYRdal2u4VYCFAdSXBeUNyq1i1sRUdv9EX6BIVXKMRfZaL8OS8G5w6GJiIdMmeaF1kYBYPMR6Xe23mUkFYm9sHHbHmw8CTTXIhotKTcatfjuNkR%2FABd2Q2miwQfZdiTJ0BVO1J8Rg1x47mDXyyBP8ZQQmUS2e%2FFvzWGAz1eUAjjKvoIA%2Fftk00JKStf7ed7Wf6%2BVMqCwYpNXxRc9XRv2RPstWBz8Qt8FdTDcb64VWzRAwsUSWMzQtOY4V5HgV%2Fa6KLW5%2Brk5rg8qcWi78378mu6tucNdI%2B0f89Zqr6uaI3t6%2FWR%2BULHfGF5OJru5EE56sT7WeBvlC%2B%2BUA5F9mXJgIoSTjr%2F9A%3D%3D&catalog_product_id=MLCU3566917962&zip_code=CL-RM_TUxDQ1NBTjk4M2M","4.990","","","","","",""
"https://http2.mlstatic.com/D_Q_NP_2X_651712-MLA99422751736_112025-P.webp","Tazón Mug Acero Esmaltado Parques Nacionales 330ml Lenga","https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=hPfo0YWzDhNqys9CN1TluuJWz96WPyvf8joNjJpcozBsG6iRhzdM%2F8%2FlwNSkOs03hzI%2Bd8fYeSQJyQs1ScDL027Dw3sMJhw%2BIu12%2BuDGUKwjgt6SrAiL%2Bz6aefklYK%2BBBi7wecFbVGlPnTvPYEaLgsQuPUVeWEQSoEWJ6RY4KFq6Fa7o3gHrlR0venn0w3gkquaXdEBv4uNfHzwS3%2F6xPSzbu85VkN5CZxD7zK0JpIYk6B9P%2Fs777v0UTyV4z3lkiCWpwbi4TGszwfZ9QAwmFX3mv8QbOEhJMrYrfPkF9HHavm2YPbZMe8FgIfTdgG6udQO7jbbd3NP0Gh76jPwGpGX3myI6VZ14pCJn%2FSvBzVjwWGIjNNSFJIi%2FHLpPbfu33HkHbqsqTJtstS2LA2HF2XgtcwkzrtLimHTT1A2vvVcE5TsiY9ycVRnHsAUNH60cm8JXxiFsxryO9FbrbY5jfuOyeGv0bLPR1XzOblxbwZeIUFJFGnHNXvDl8gZaB0I5%2BY7btDPMa3ITurNNRK5EHe1GN%2Fw3Ip%2F88ZvImLULjEDkdvn3zD2eeVpTh5blO1VL%2BqfqublDWbiha9xSiKY%2BLm8RXIP5JBO8NOOttVWioOrDfMM2HrW8XbldzgrUezWBjRDrRHbrWIK59PNkgaXzFSAO3o9TcqCzAES60sK%2FUMYudxZB1nUUYfhNYwRQ%2BQv9Bx5mVKgwctc7tNwMj07yMapSRhDquBsbVOoxnys6I8B7neLFSFLBLRkeqgNUSLRT4jbQ3HPb2oVN0g2Tbj4nuok7vcpzZhXCszdvHEdUKyODXQ%2FqJZd%2F3F4AL3Qg33IpTNnXNNJs4boKkae5EgAc%2BD53OPqdP4uO%2Fa%2Fyz76Fvv%2FeA4uZyeZt4dX82AeHmrL%2BC6091lc66%2FnDFx42n3QRMSGf7HDXG6lnBMFEaTOhXMu9lH0cco6vN%2F9A3S6IlRko376CLcOhdZplC1BknegP5jF4G7y6QQsJJ8ME9eaUqCa4oCl80kvTk1J4jStIYS0%2Fv%2FWBrcGi4c5C&catalog_product_id=MLC43824412&zip_code=CL-RM_TUxDQ1NBTjk4M2M","9.167","","","38% OFF","","$","14.990"
"https://http2.mlstatic.com/D_Q_NP_2X_646617-MLC107238082010_032026-P.webp","Taza Friends Central Perk 325ml Ceramica Regalo Serie","https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=aFWXZvKiWmRvqIoJM3cxnCVZzms8YkRI9EMrlCyeBnwNT9Ot8Sv8DTKAf9ZjwU9ikPAYWe2qHQpi4gxZecLAnXRu%2BX9etknGxirwmwobqVEAFyapV%2FoVYXBa3pmhCOHRu8yp5cTc8FUOrzZ1cdpbowmztdJ%2BQxADeQ94wGbi5ByKbSDWZbEB2NMX%2FEelYoPFbElMHWDHUeu3JhoIVEQdP4J5dPaLB0vdSN89fTPRnbRtZ0EHt0CG%2BZJoCKui%2BWGDeD6BaZEqGR3afYA6Ep6DWYWh%2F7PBtVXrflJJYIifi56mr4PQvxxRfwMWoUNg%2FDM19RR8K%2BNE68eQIrDMU8Al0Ze26tsP9mF7Sz9KuRQH2oeKb5E9uBTkqL0CVV9TDEvaHJj3lQDf%2FZYAsV87u0%2BV769d%2FKEOcH9aj3ykqy8ynfaWHlrXZ2p2sv3jkvgRNErdyvQZHeQeQ8lryY8JOlHvSGl%2BgsMR069D2LsYemLHABtUqLAQ3upEh7TcMSYPoy5i6df%2BQkraJb6Uvy2jdb5Uo6NQHTxwnuCMJI3S3c%2FfQLkbPFA3LxB3jk6VhYaPNVDMIOKA%2BeOm1TlLHl%2BKo%2FwrmHJSAker%2FMUzXFhcmooU8LiZW9yBXK8hfO13JhuFIDlcz7oldWEdMZvewXJDG03vyLjAw5xWGR0s7%2FtJtjgxy6xe5kA68KokTaW5Euhg4a8griQMkM6ethja4iTeLNF1nMb0AHymb5sNHd37qWaVMsMocJ5Jvlc9f6iBfJBerfT%2Fx6r8Z2y5kRML8%2FNEkOxJHA2fOu0Pad3F%2B7MhNVh0CMXDQNOAb%2FFFaxDt59O25ATjnrDUYSkYs5BTY4v9EMrr2eOAywdU8jm5u8NTNe%2BptP6DvO455bsl9ZAatFTeyk1EQViNcy%2Bh897oWj52paZCOqxh7N2esp8loCi1XGYjI9BgbcvU9cgV%2FYggDiAVkl6WupmNpkH80KcGx%2Bpkpw%3D%3D&catalog_product_id=MLCU13323235&zip_code=CL-RM_TUxDQ1NBTjk4M2M","5.990","","","","","",""
